loan_amnt,term,int_rate,annual_inc,dti,fico_avg,emp_length,revol_util,delinq_2yrs,open_acc,pub_rec,PD,LGD,EAD,Expected_Loss,grade,vintage_year,actual_default
27000,60,19.99,105000,12.47,692,0,70.9,0,13,0,0.488053443,0.45,27000,5929.849329,E,2015,1
5000,36,11.22,40000,30.18,682,10,62,2,11,0,0.166368588,0.45,5000,374.3293228,B,2015,0
35000,60,13.67,143000,15.5,687,0,35,0,24,0,0.36609881,0.45,35000,5766.056255,C,2015,0
9175,36,16.55,27000,28,672,10,30.9,5,6,1,0.303874506,0.45,9175,1254.621865,D,2015,1
6025,36,9.76,36000,17.55,702,1,35.2,0,9,0,0.114480013,0.45,6025,310.3839366,B,2015,0
4800,36,13.67,29000,16.4,677,2,106.3,0,10,0,0.176576817,0.45,4800,381.4059238,C,2015,0
18000,36,6.99,75000,13.6,702,10,61.4,0,11,0,0.06999719,0.45,18000,566.9772405,A,2015,0
20000,36,13.18,111000,38.37,687,10,41.4,1,12,0,0.232948421,0.45,20000,2096.535789,C,2015,1
12000,60,13.67,80000,21.09,692,10,68.2,3,8,0,0.289225901,0.45,12000,1561.819867,C,2015,0
13000,36,7.89,99000,14.97,682,5,41.4,0,19,0,0.106405282,0.45,13000,622.4708975,A,2015,0
10000,36,13.18,50000,33.53,667,1,44,2,9,1,0.255771802,0.45,10000,1150.973109,C,2015,1
25000,36,6.89,80000,15.83,732,10,54.1,0,9,0,0.058439355,0.45,25000,657.4427461,A,2015,0
30000,60,13.99,120000,22.76,662,8,49.6,0,16,0,0.400817901,0.45,30000,5411.041669,C,2015,0
18050,36,9.76,55000,31.38,692,10,22,0,13,1,0.154161714,0.45,18050,1252.178523,B,2015,0
9000,36,9.17,75000,26.56,672,0,45,0,11,1,0.148650944,0.45,9000,602.0363242,B,2015,0
13000,36,9.76,42500,28.78,682,7,62.9,0,10,0,0.142927511,0.45,13000,836.1259377,B,2015,0
10000,36,8.38,55000,38.25,707,3,44.1,0,20,0,0.140553932,0.45,10000,632.4926942,B,2015,1
25450,60,17.86,67000,23.16,677,7,82.8,0,8,0,0.45998252,0.45,25450,5267.949812,D,2015,0
18600,60,20.99,125000,11.49,682,0,53.7,0,20,0,0.557242367,0.45,18600,4664.118615,E,2015,1
35000,36,9.17,97900,19.75,787,6,25,0,14,0,0.06630009,0.45,35000,1044.22642,B,2015,0
15000,36,9.76,90000,31.44,717,5,8,1,8,0,0.12899853,0.45,15000,870.7400782,B,2015,1
30000,36,11.99,110000,8.18,687,4,58.3,0,9,0,0.135070064,0.45,30000,1823.445869,C,2015,0
5000,36,16.55,49920,18.29,677,6,35,0,14,1,0.278199371,0.45,5000,625.9485836,D,2015,0
9800,36,14.48,49800,16.36,677,0,29.8,1,8,0,0.224268236,0.45,9800,989.0229193,C,2015,0
5000,36,7.89,58000,15.64,677,10,2.3,0,7,0,0.102121812,0.45,5000,229.7740762,A,2015,1
15000,36,9.17,74880,22.42,697,0,39,0,12,0,0.123512714,0.45,15000,833.7108186,B,2015,1
7200,36,11.99,66000,14.04,692,3,17,1,12,0,0.156007572,0.45,7200,505.4645327,C,2015,0
20000,60,13.18,280000,7.1,712,3,54.3,0,12,0,0.207565677,0.45,20000,1868.09109,C,2015,0
6500,36,14.48,115000,22.2,667,10,31.7,1,13,0,0.238700756,0.45,6500,698.1997103,C,2015,1
20000,36,9.17,68500,32.03,692,3,88.9,1,11,0,0.130353392,0.45,20000,1173.180528,B,2015,0
21500,36,6.24,134000,12.19,712,3,66.5,0,8,0,0.057099088,0.45,21500,552.4336778,A,2015,0
20000,36,11.22,80000,17.05,677,8,40.9,0,19,0,0.167048621,0.45,20000,1503.437588,B,2015,0
21000,60,21.48,78000,20.74,707,3,79.4,0,17,0,0.542798401,0.45,21000,5129.444887,E,2015,1
12000,36,12.59,56000,12.19,662,4,43.5,2,23,0,0.210977475,0.45,12000,1139.278365,C,2015,0
10050,60,17.86,52000,15.14,712,3,34.6,0,10,0,0.394423946,0.45,10050,1783.782297,D,2015,1
30000,60,9.76,120000,15.65,712,3,52.6,0,14,0,0.190035526,0.45,30000,2565.479595,B,2015,0
6400,36,11.48,33000,15.6,687,10,56.5,0,9,1,0.132948095,0.45,6400,382.8905142,B,2015,0
24000,60,16.55,48000,20.1,662,3,71.1,1,8,0,0.453216635,0.45,24000,4894.739659,D,2015,1
20000,36,9.17,55000,15.58,712,1,15.1,0,9,0,0.104640148,0.45,20000,941.7613361,B,2015,0
3000,36,9.76,41000,38.88,692,1,49.1,0,12,0,0.166104768,0.45,3000,224.2414368,B,2015,0
5400,36,6.24,152000,18.83,682,10,80.2,0,15,0,0.073034449,0.45,5400,177.4737109,A,2015,0
10000,36,7.26,90000,8.19,727,8,57.5,0,6,0,0.051473105,0.45,10000,231.6289709,A,2015,0
25000,60,15.41,135200,17.03,717,10,64,0,11,0,0.290799186,0.45,25000,3271.490847,D,2015,0
20000,36,13.44,82500,15.49,697,2,50.8,0,10,0,0.170134739,0.45,20000,1531.212655,C,2015,0
23000,36,7.89,75000,28.32,717,1,47.5,2,12,0,0.101863311,0.45,23000,1054.285274,A,2015,0
5000,36,13.18,75000,37.01,662,5,60.5,0,26,0,0.294093515,0.45,5000,661.7104084,C,2015,0
14000,36,6.89,70000,19.24,767,10,10.6,0,19,0,0.058006799,0.45,14000,365.4428307,A,2015,0
23950,60,21.99,83000,13.62,672,4,36.4,0,17,0,0.621246535,0.45,23950,6695.484536,F,2015,0
21000,36,7.26,105000,29.36,687,9,41.6,0,14,0,0.111247431,0.45,21000,1051.288226,A,2015,0
15000,36,7.89,50000,21.4,697,6,22.4,1,13,0,0.10687436,0.45,15000,721.4019328,A,2015,0
2000,36,8.18,14000,26.5,752,3,9.9,0,9,0,0.080333197,0.45,2000,72.29987744,B,2015,0
31275,36,15.41,240000,18.12,662,2,69.2,3,8,1,0.239461461,0.45,31275,3370.120737,D,2015,1
20000,36,12.59,120000,24.69,697,5,20,0,27,0,0.214134603,0.45,20000,1927.21143,C,2015,1
9475,36,19.48,50000,19.49,662,5,26.4,0,20,0,0.42309572,0.45,9475,1803.974375,E,2015,1
10500,36,14.48,32985,35.01,677,5,37,2,12,0,0.285663307,0.45,10500,1349.759126,C,2015,0
10000,36,15.41,45350,23.15,682,10,67.8,0,8,0,0.225955163,0.45,10000,1016.798235,D,2015,1
12000,36,16.55,100000,19.51,717,3,37.5,0,17,0,0.232334139,0.45,12000,1254.60435,D,2015,1
6250,36,19.99,50000,9.65,682,9,35.5,0,10,0,0.317096991,0.45,6250,891.8352881,E,2015,1
7325,36,6.24,90000,21.76,722,10,51.7,0,13,0,0.063005659,0.45,7325,207.6824041,A,2015,0
35000,36,12.05,110000,27.97,697,10,49.7,0,26,0,0.19982078,0.45,35000,3147.177281,C,2015,0
4000,36,10.64,47500,13.87,662,0,38.8,0,7,1,0.151064777,0.45,4000,271.9165988,B,2015,0
4800,36,11.49,45000,39.55,697,3,76.6,0,11,0,0.18038851,0.45,4800,389.6391825,B,2015,0
3000,36,12.59,85000,17.59,712,8,39.2,1,14,0,0.14034777,0.45,3000,189.4694891,C,2015,0
21000,36,5.32,400000,9.45,717,6,70.6,0,17,0,0.041496185,0.45,21000,392.1389468,A,2015,0
20000,36,7.89,100000,4.61,692,9,57.2,0,6,0,0.069042664,0.45,20000,621.383979,A,2015,0
6000,36,5.32,122000,12.39,722,5,19.1,0,6,0,0.048888779,0.45,6000,131.9997034,A,2015,0
15000,36,9.99,61300,5.7,662,10,44.3,0,8,0,0.117545794,0.45,15000,793.4341082,B,2015,0
20000,36,11.22,95000,6.52,677,10,27.9,0,13,1,0.13447524,0.45,20000,1210.277163,B,2015,0
12000,36,10.64,93000,13.06,687,8,66.5,2,10,0,0.11496048,0.45,12000,620.7865932,B,2015,0
12000,36,9.17,38160,11.23,672,10,93.6,0,4,0,0.093219213,0.45,12000,503.3837489,B,2015,0
35000,60,18.49,87971.11,14,692,10,59.1,0,10,0,0.431394898,0.45,35000,6794.469647,E,2015,0
20000,36,5.32,132000,14.02,792,2,24.8,0,9,0,0.032629687,0.45,20000,293.6671871,A,2015,0
10800,60,18.99,30000,13.57,672,3,39.7,0,10,0,0.502158276,0.45,10800,2440.48922,E,2015,0
11450,36,13.67,45500,33.79,712,10,87.4,0,7,0,0.172863138,0.45,11450,890.6773175,C,2015,0
34800,36,13.67,72500,15.1,702,9,85.9,0,10,0,0.155219814,0.45,34800,2430.742292,C,2015,0
18000,60,8.38,85000,18.2,697,10,36,0,16,0,0.184882091,0.45,18000,1497.544939,B,2015,0
10000,60,18.99,72000,23.07,682,1,95.9,0,10,0,0.483630084,0.45,10000,2176.335376,E,2015,1
13000,36,15.41,65000,33.2,662,1,88.7,0,18,0,0.320843376,0.45,13000,1876.933752,D,2015,0
15000,60,12.05,41000,27.08,732,10,24,0,15,0,0.252727067,0.45,15000,1705.907701,C,2015,0
10000,36,13.18,65000,23.49,712,5,44.7,0,9,0,0.161728073,0.45,10000,727.7763266,C,2015,0
9500,36,7.26,41000,16.74,687,9,22.5,3,22,0,0.106255239,0.45,9500,454.2411447,A,2015,0
12000,36,10.64,120000,13.81,662,4,29,0,20,0,0.167915886,0.45,12000,906.7457822,B,2015,0
8000,36,13.67,55000,27.85,727,10,32,0,12,0,0.168096703,0.45,8000,605.1481324,C,2015,1
6000,36,8.18,80000,20.11,667,4,82.1,3,12,0,0.111965119,0.45,6000,302.3058218,B,2015,0
35000,36,9.76,130000,15.19,742,0,99.2,0,17,0,0.081882875,0.45,35000,1289.655289,B,2015,0
8225,36,11.49,30000,20.12,672,10,65.8,1,6,0,0.150815544,0.45,8225,558.2060326,B,2015,0
18000,60,18.49,65000,36.5,667,2,45,0,15,0,0.607125169,0.45,18000,4917.713865,E,2015,0
5000,36,14.48,31000,22.45,692,4,98.7,0,11,0,0.192452035,0.45,5000,433.0170779,C,2015,0
35000,60,10.64,150000,15.18,767,10,46.9,0,18,0,0.144825266,0.45,35000,2280.99794,B,2015,0
12000,36,8.38,127000,13.74,687,5,77.7,1,12,0,0.088857608,0.45,12000,479.831082,B,2015,0
16000,36,11.49,105000,9.29,722,6,49.2,0,9,0,0.098220404,0.45,16000,707.1869093,B,2015,0
21000,36,13.44,115000,18.72,697,2,62.6,0,14,0,0.178008742,0.45,21000,1682.182611,C,2015,0
15575,36,16.59,124800,18.38,667,0,61,1,9,2,0.276912432,0.45,15575,1940.810005,D,2015,0
7500,36,12.59,70000,11.87,677,4,31.9,0,11,0,0.168574021,0.45,7500,568.9373198,C,2015,0
2800,36,8.38,56053,13.87,667,2,95.6,0,18,0,0.109701225,0.45,2800,138.2235432,B,2015,0
10000,36,12.59,36000,37.72,662,4,44.5,0,13,0,0.267689632,0.45,10000,1204.603344,C,2015,0
6000,36,16.55,20000,7.38,672,4,24.7,0,16,1,0.26786983,0.45,6000,723.2485412,D,2015,0
9000,36,7.89,40000,29.79,702,3,36.5,0,22,0,0.126898895,0.45,9000,513.940523,A,2015,0
9650,36,12.59,45000,12.93,662,4,36,3,5,0,0.18064282,0.45,9650,784.4414439,C,2015,0
21000,60,13.18,76000,26,692,5,62.3,0,14,0,0.328822937,0.45,21000,3107.376756,C,2015,1
14850,36,17.57,85000,8.79,707,0,22.7,2,7,1,0.230852306,0.45,14850,1542.670533,D,2015,1
19100,60,13.18,58000,33.66,667,9,60.6,0,17,0,0.407140214,0.45,19100,3499.370135,C,2015,0
2000,36,13.18,35000,33.7,667,10,78.2,0,10,0,0.223395235,0.45,2000,201.0557119,C,2015,0
6000,36,15.41,43000,8.18,662,10,90.4,0,8,0,0.19719616,0.45,6000,532.4296329,D,2015,0
10200,36,11.99,50000,19.49,677,2,41.3,1,13,0,0.18318147,0.45,10200,840.8029481,C,2015,0
18000,36,9.17,120000,20.13,662,8,66.5,0,11,0,0.129154492,0.45,18000,1046.151385,B,2015,0
6000,36,14.48,36400,35.34,747,10,15.9,0,25,0,0.212858802,0.45,6000,574.7187656,C,2015,0
12400,36,9.76,59750,3.68,727,10,24.7,0,5,0,0.070328626,0.45,12400,392.4337346,B,2015,0
6450,36,13.18,135000,6.52,712,10,36.9,0,11,1,0.118511096,0.45,6450,343.9784574,C,2015,0
6000,36,7.49,26000,32.41,697,3,78,0,8,0,0.101557683,0.45,6000,274.2057446,A,2015,0
11400,36,12.59,51000,24.26,692,10,56.4,0,12,0,0.171274104,0.45,11400,878.6361517,C,2015,0
21000,36,14.48,80000,14.46,707,10,61.3,1,16,0,0.173333252,0.45,21000,1637.999231,C,2015,0
13500,36,9.76,48000,23.33,722,5,26.6,0,15,0,0.116766487,0.45,13500,709.3564108,B,2015,0
32500,36,12.59,65000,23.15,727,0,20.5,0,13,0,0.167436881,0.45,32500,2448.764391,C,2015,0
9600,36,9.17,71400,12.7,742,6,21.6,0,11,0,0.074629186,0.45,9600,322.3980833,B,2015,0
8000,36,6.24,210000,1.32,747,6,18.3,0,8,0,0.036439168,0.45,8000,131.1810043,A,2015,0
12600,60,18.2,35000,34.43,677,10,89.3,0,13,0,0.518531294,0.45,12600,2940.072437,E,2015,1
10400,36,13.67,105000,8.7,672,6,79.5,0,11,0,0.164183053,0.45,10400,768.3766864,C,2015,0
14000,36,9.17,42000,0.71,692,8,2.1,0,5,0,0.08771832,0.45,14000,552.6254154,B,2015,1
9100,36,5.32,60000,10.11,737,1,12.6,0,5,0,0.046360537,0.45,9100,189.8463989,A,2015,0
35000,36,12.59,120000,27.55,692,1,86.8,0,9,0,0.179667684,0.45,35000,2829.766025,C,2015,0
28800,60,14.33,60000,23.61,707,4,94.6,0,12,0,0.314447207,0.45,28800,4075.235804,C,2015,0
10000,36,7.26,65000,14.55,752,5,24.6,0,15,0,0.059882093,0.45,10000,269.4694197,A,2015,0
10000,36,11.49,65000,18.91,677,10,79.6,0,8,0,0.139315799,0.45,10000,626.9210951,B,2015,0
5000,36,13.18,65000,14.18,662,2,46.1,1,9,1,0.196354654,0.45,5000,441.7979716,C,2015,0
28825,60,18.99,85000,20.79,682,10,75.3,1,8,0,0.474890348,0.45,28825,6159.921427,E,2015,0
30000,36,10.99,95000,19.69,677,10,48.1,3,26,0,0.181437124,0.45,30000,2449.401171,B,2015,0
12000,60,11.99,49000,13.31,702,10,60,0,17,0,0.235149631,0.45,12000,1269.808005,C,2015,0
12000,60,11.99,70000,8.74,712,10,95.2,0,3,0,0.165376267,0.45,12000,893.0318441,C,2015,0
1000,36,8.38,73550,11,757,9,8.5,1,14,0,0.059918337,0.45,1000,26.96325179,B,2015,0
15000,36,11.49,52000,33.69,692,10,44.6,0,14,0,0.183936886,0.45,15000,1241.573977,B,2015,0
18000,36,8.18,153000,22.39,722,0,28.5,0,8,0,0.086607354,0.45,18000,701.5195685,B,2015,0
12000,36,5.32,100000,19.33,807,10,15.1,0,19,0,0.034133256,0.45,12000,184.3195801,A,2015,0
6500,36,10.78,35000,12.14,672,3,76.5,0,10,0,0.132148293,0.45,6500,386.5337567,B,2015,0
7450,36,19.48,20000,22.61,662,5,28.4,0,20,1,0.438507536,0.45,7450,1470.096516,E,2015,1
10000,36,14.33,42000,10.24,687,4,56.3,0,6,0,0.172209228,0.45,10000,774.9415268,C,2015,1
17000,36,8.38,76000,9.93,667,9,35.8,1,10,0,0.105609306,0.45,17000,807.9111872,B,2015,1
20000,36,10.99,66000,22.23,662,10,55.7,1,10,1,0.169512519,0.45,20000,1525.612673,B,2015,0
35000,36,6.89,975000,5.74,722,10,27.7,2,19,0,0.034773722,0.45,35000,547.686119,A,2015,0
8000,36,13.99,80000,19.74,682,2,36.6,0,11,1,0.211262319,0.45,8000,760.5443491,C,2015,0
10000,36,10.99,30000,23.32,712,10,34.9,1,12,0,0.131496594,0.45,10000,591.7346715,B,2015,0
16000,36,11.22,70000,17.61,767,4,16.7,0,10,0,0.089673339,0.45,16000,645.6480398,B,2015,0
16000,36,6.24,160000,8.36,707,10,93.1,1,7,0,0.046782208,0.45,16000,336.8318977,A,2015,0
8000,36,7.26,70000,12.53,712,1,46.6,0,11,0,0.071889063,0.45,8000,258.8006267,A,2015,0
5000,36,7.26,40000,15.39,692,3,45.5,0,11,0,0.086487502,0.45,5000,194.5968797,A,2015,0
16800,36,7.26,50000,33.65,682,9,101.2,2,9,0,0.104471296,0.45,16800,789.8029991,A,2015,0
5000,36,5.32,60000,19.22,732,10,16.9,0,7,0,0.051511713,0.45,5000,115.9013547,A,2015,0
10000,60,12.05,80000,13.31,667,10,66.2,4,12,0,0.269243436,0.45,10000,1211.595463,C,2015,0
22400,36,13.67,72000,28.48,682,10,59.9,0,22,1,0.24127347,0.45,22400,2432.036579,C,2015,0
1500,36,8.38,39700,18.68,732,9,27.2,0,9,0,0.074968588,0.45,1500,50.60379699,B,2015,0
13000,60,14.33,85000,14.32,712,10,29.4,1,12,0,0.280665366,0.45,13000,1641.892388,C,2015,1
14400,36,8.49,47000,27.96,717,0,55.3,0,13,0,0.107352045,0.45,14400,695.6412532,B,2015,0
6000,36,9.17,35000,20.58,667,0,35,0,15,0,0.152884854,0.45,6000,412.7891053,B,2015,0
25000,60,22.99,300000,16.51,667,2,78.7,1,24,0,0.634960986,0.45,25000,7143.31109,F,2015,1
6025,36,10.99,148000,12.57,697,10,61.6,1,12,0,0.106311131,0.45,6025,288.2360545,B,2015,0
8000,36,8.38,103000,18.36,667,10,69.7,1,14,0,0.110070098,0.45,8000,396.2523517,B,2015,0
16000,36,5.32,109500,10.72,797,3,25.6,0,8,0,0.029132695,0.45,16000,209.7554074,A,2015,0
24000,60,12.59,150000,12.03,682,10,40.5,6,7,0,0.257046492,0.45,24000,2776.102115,C,2015,1
13000,36,8.38,90000,24.61,667,10,47,1,19,0,0.137853928,0.45,13000,806.4454781,B,2015,0
19625,60,21.99,48000,37.08,692,3,61.7,0,22,0,0.681800511,0.45,19625,6021.150761,F,2015,1
25000,36,5.32,215000,5.83,787,1,24.5,0,8,0,0.028216437,0.45,25000,317.4349167,A,2015,0
6000,36,12.59,60000,7.47,662,7,32.7,4,6,0,0.163171926,0.45,6000,440.5642001,C,2015,0
3000,36,9.17,75000,7.17,667,10,18.8,0,6,1,0.104185112,0.45,3000,140.6499011,B,2015,0
17000,60,7.89,89000,12.05,742,5,76.7,0,7,0,0.101515054,0.45,17000,776.5901653,A,2015,0
20000,60,21.99,136367,22.51,662,7,79.6,0,20,0,0.638727242,0.45,20000,5748.545178,F,2015,1
24950,60,13.67,52000,11.4,757,2,1.1,1,13,0,0.231724512,0.45,24950,2601.686959,C,2015,0
21600,36,12.59,75000,25.51,707,10,20.1,0,24,0,0.196459876,0.45,21600,1909.589992,C,2015,0
11200,60,12.59,119000,19.9,687,6,22.7,0,37,1,0.367375438,0.45,11200,1851.572208,C,2015,0
5000,36,9.17,38000,25.52,682,10,31.2,0,10,3,0.13004123,0.45,5000,292.5927675,B,2015,0
6500,36,5.32,65000,5.45,822,10,4.4,0,19,0,0.02499095,0.45,6500,73.09852839,A,2015,0
16800,60,15.41,54000,31.76,667,8,91.6,1,7,0,0.421439698,0.45,16800,3186.084114,D,2015,0
15025,60,11.49,53000,29.35,712,9,62.8,0,7,0,0.238194216,0.45,15025,1610.49064,B,2015,0
10000,36,6.24,43000,8.04,752,10,52.4,0,7,0,0.039142684,0.45,10000,176.1420765,A,2015,0
16000,60,13.99,83000,23.89,697,2,23.9,0,28,0,0.400481699,0.45,16000,2883.468235,C,2015,0
7200,36,15.41,20000,6.84,717,2,29.2,0,5,0,0.162601289,0.45,7200,526.8281779,D,2015,0
3600,36,6.24,68928,13.49,682,1,29.3,0,9,1,0.080265951,0.45,3600,130.0308404,A,2015,0
15000,36,11.99,41000,14.17,697,2,79.8,0,30,0,0.167441389,0.45,15000,1130.229377,C,2015,0
35000,36,7.89,150000,20.55,762,7,34.5,0,11,0,0.062093639,0.45,35000,977.9748154,A,2015,0
15000,36,10.64,60000,27.86,717,1,22,0,21,0,0.158326423,0.45,15000,1068.703355,B,2015,0
20000,36,9.76,45000,25.97,682,8,89.8,0,9,0,0.129338385,0.45,20000,1164.045464,B,2015,0
9175,36,14.33,27000,16.76,672,0,94.3,0,8,0,0.203063932,0.45,9175,838.400209,C,2015,0
17000,36,13.18,66207,22.82,692,6,92,0,13,0,0.174106825,0.45,17000,1331.917211,C,2015,1
25000,36,7.89,98000,27.53,717,10,42.8,0,24,0,0.106523217,0.45,25000,1198.386193,A,2015,0
20000,36,9.17,70000,11.97,692,0,76,0,7,0,0.096525894,0.45,20000,868.7330436,B,2015,0
11000,36,5.32,80000,20.13,702,10,22.2,0,19,0,0.074487868,0.45,11000,368.7149479,A,2015,0
14600,60,21.99,40000,38.43,692,0,52,0,14,1,0.673405968,0.45,14600,4424.277208,F,2015,0
27000,36,15.77,80000,25.86,672,10,81,0,15,0,0.274836931,0.45,27000,3339.268708,D,2015,0
18875,60,16.55,52200,28.02,707,4,46.5,6,14,0,0.430599453,0.45,18875,3657.404102,D,2015,0
35000,60,19.99,100000,4.45,692,9,7,0,7,0,0.462628969,0.45,35000,7286.406262,E,2015,0
6000,36,11.22,46000,22.05,672,10,6.7,4,20,0,0.195602492,0.45,6000,528.126728,B,2015,0
4875,36,9.17,70000,26.01,782,10,19.7,0,16,0,0.070118759,0.45,4875,153.8230269,B,2015,0
12500,36,5.32,150000,14.38,742,0,39.6,0,17,0,0.049566703,0.45,12500,278.8127017,A,2015,0
13625,60,19.99,125000,12.02,667,4,73.1,0,12,1,0.504488234,0.45,13625,3093.143483,E,2015,0
6000,36,7.26,34000,19.24,707,2,72.1,0,9,0,0.077037893,0.45,6000,208.0023102,A,2015,0
12000,36,8.38,98000,9.07,672,4,53.4,0,7,0,0.094159313,0.45,12000,508.4602892,B,2015,0
12000,60,9.76,74000,6.31,707,4,53.7,0,11,0,0.160866634,0.45,12000,868.6798217,B,2015,0
4000,36,5.32,110000,3.89,797,10,6.6,0,15,0,0.026696336,0.45,4000,48.05340401,A,2015,0
15000,36,5.32,73000,24.56,712,10,46,0,22,0,0.074176119,0.45,15000,500.688806,A,2015,0
5500,36,12.59,33000,9.09,682,0,55.4,0,12,1,0.158066481,0.45,5500,391.2145407,C,2015,1
19200,60,14.85,98000,9.93,687,10,57.5,0,8,0,0.295794107,0.45,19200,2555.661087,C,2015,0
5000,36,7.89,80000,19.86,707,10,59.1,0,9,0,0.077915011,0.45,5000,175.308774,A,2015,1
13000,36,16.55,50000,12.7,692,5,48.2,0,5,0,0.218564403,0.45,13000,1278.601759,D,2015,1
15000,36,7.26,70000,16.54,682,10,85.6,0,5,0,0.076537126,0.45,15000,516.6256031,A,2015,1
8500,36,9.76,63000,19.03,772,1,10,0,11,0,0.076835917,0.45,8500,293.8973816,B,2015,0
10000,36,11.99,50000,17.67,662,0,76.7,1,4,0,0.168547124,0.45,10000,758.4620594,C,2015,0
12000,36,5.32,110000,12.88,702,5,47.9,0,25,0,0.068704296,0.45,12000,371.0031992,A,2015,0
5000,36,11.49,42000,23.4,677,10,36.4,0,9,0,0.16503377,0.45,5000,371.3259815,B,2015,0
15000,60,13.67,36000,19.53,707,0,30.9,0,14,0,0.322633077,0.45,15000,2177.773273,C,2015,0
15000,36,11.22,101000,21.97,677,10,69,0,13,0,0.15153837,0.45,15000,1022.883998,B,2015,0
10000,36,9.17,160000,13.77,662,10,95.1,4,8,0,0.100118186,0.45,10000,450.5318366,B,2015,1
20000,36,11.22,92000,18.13,722,10,29.1,0,16,0,0.122026031,0.45,20000,1098.234279,B,2015,0
10000,36,9.8,52000,18.69,692,3,32.2,0,8,0,0.122950848,0.45,10000,553.2788164,B,2015,0
28000,36,15.41,120000,26.66,687,0,52.8,1,22,0,0.291143642,0.45,28000,3668.409893,D,2015,0
20400,60,20.99,70000,15.21,672,8,57.3,0,11,1,0.555041647,0.45,20400,5095.282321,E,2015,1
12000,60,15.41,38500,25.97,682,1,35.4,0,15,0,0.442479871,0.45,12000,2389.391301,D,2015,1
25000,36,13.18,72000,17.7,742,6,23.9,0,30,0,0.165226638,0.45,25000,1858.799674,C,2015,0
6600,36,13.44,75000,11.39,702,2,50.8,0,21,1,0.168105729,0.45,6600,499.2740156,C,2015,0
4000,36,13.18,58000,7.72,682,10,68,0,7,0,0.138037926,0.45,4000,248.4682673,C,2015,0
12000,60,18.2,55000,26.84,742,1,12.6,0,16,1,0.434873436,0.45,12000,2348.316553,E,2015,1
4000,36,10.78,51000,20.75,667,9,49.3,0,9,1,0.152259474,0.45,4000,274.0670541,B,2015,0
6000,36,9.99,29047,25.95,717,8,58.2,0,8,0,0.107209704,0.45,6000,289.4662015,B,2015,0
1200,36,15.77,40000,22.53,682,9,52,0,8,1,0.236053698,0.45,1200,127.4689971,D,2015,0
5000,36,13.18,35000,28.84,662,10,32,0,13,1,0.245049825,0.45,5000,551.3621068,C,2015,0
18000,60,12.59,68000,34.52,672,1,49.7,0,19,0,0.410891629,0.45,18000,3328.222197,C,2015,0
25000,36,10.78,87855,19.22,672,10,69.4,0,16,0,0.153791834,0.45,25000,1730.15813,B,2015,0
10000,36,7.26,50000,25.9,732,4,36,0,8,0,0.075873694,0.45,10000,341.4316211,A,2015,0
15000,36,8.38,40000,19.32,677,10,70.4,0,9,0,0.104751158,0.45,15000,707.0703151,B,2015,0
3500,36,11.22,55000,12.87,707,6,52.5,0,12,0,0.113872511,0.45,3500,179.3492044,B,2015,0
15000,60,9.99,40000,25.59,757,10,31.9,0,12,0,0.163889646,0.45,15000,1106.255114,B,2015,0
6000,36,5.32,98000,26.58,737,10,19.7,1,19,0,0.062776928,0.45,6000,169.4977062,A,2015,0
35000,60,13.67,150000,7.87,697,9,53,2,11,0,0.258791047,0.45,35000,4075.958987,C,2015,0
3000,36,7.26,65000,16.03,682,10,72.9,4,13,0,0.083634752,0.45,3000,112.9069149,A,2015,0
16000,36,9.17,95000,9.28,727,3,37.8,1,10,0,0.07741811,0.45,16000,557.4103897,B,2015,0
14000,36,8.18,55000,21.1,722,2,28.6,0,10,0,0.090192468,0.45,14000,568.2125472,B,2015,0
8000,36,13.67,37000,15.99,667,9,72.9,0,7,0,0.185172915,0.45,8000,666.6224955,C,2015,1
12000,60,13.67,74000,26.5,667,5,67.8,0,23,0,0.4065517,0.45,12000,2195.379181,C,2015,1
28000,36,6.89,235000,7.56,692,4,49.1,0,6,0,0.063708996,0.45,28000,802.733348,A,2015,0
7900,36,5.32,55000,20.73,727,2,77.2,0,15,0,0.056679711,0.45,7900,201.4963712,A,2015,1
12000,36,9.17,45000,6.02,797,0,12.6,0,9,0,0.048468792,0.45,12000,261.7314788,B,2015,0
2500,36,13.67,60000,16.94,667,2,73.8,2,6,1,0.190319595,0.45,2500,214.1095442,C,2015,0
14400,36,12.59,90000,13.25,672,10,83.7,0,5,2,0.143019774,0.45,14400,926.7681367,C,2015,0
16000,60,23.99,40000,12,682,5,23.3,1,7,0,0.635122441,0.45,16000,4572.881577,F,2015,1
6000,36,7.89,58000,14.57,712,4,19.9,1,19,0,0.091547932,0.45,6000,247.1794171,A,2015,0
29475,36,12.59,158000,18.25,742,5,60,0,8,0,0.109319829,0.45,29475,1449.990882,C,2015,0
5975,36,18.49,40000,20.34,707,1,57,0,5,0,0.267096754,0.45,5975,718.1563976,E,2015,0
18000,36,7.89,40000,20.07,717,0,57.8,0,17,0,0.093691092,0.45,18000,758.8978445,A,2015,0
35000,36,9.99,145000,19.92,682,10,75.4,0,17,0,0.131953258,0.45,35000,2078.263814,B,2015,0
20100,36,18.2,59122,11.84,662,3,75.4,0,3,0,0.289411802,0.45,20100,2617.729749,E,2015,0
15400,36,5.32,85000,8.92,742,0,30.5,0,9,0,0.044563803,0.45,15400,308.8271553,A,2015,0
4000,36,14.33,50000,17.94,662,0,49.8,0,12,0,0.242082508,0.45,4000,435.7485149,C,2015,0
